CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
bernal,167735664,male,08.Mayor de 65 años,Credit Card,capital federal
tristan suarez (barrio nuevo),147037074,male,08.Mayor de 65 años,Debit Card,buenos aires
capital federal,232938506,male,04.Entre 31 y 35 años,Account Money,capital federal
san nicolas,130136873,male,08.Mayor de 65 años,Debit Card,capital federal
lanus oeste,152593363,female,04.Entre 31 y 35 años,Debit Card,buenos aires
san salvador de jujuy,250122031,female,04.Entre 31 y 35 años,Debit Card,salta
plaza san martin,76616910,male,06.Entre 41 y 55 años,Credit Card,capital federal
rosario,257522368,Unknown,03.Entre 26 y 30 años,Credit Card,entre rios
capital federal,233808733,Unknown,05.Entre 36 y 40 años,Credit Card,buenos aires
mar del plata,5634956,female,06.Entre 41 y 55 años,Account Money,buenos aires
hurlingham,175313491,female,04.Entre 31 y 35 años,Credit Card,buenos aires
caba,96278147,Unknown,04.Entre 31 y 35 años,Credit Card,capital federal
florencio varela,258250061,Unknown,05.Entre 36 y 40 años,Debit Card,buenos aires
capital federal,183492609,female,03.Entre 26 y 30 años,Debit Card,capital federal
capital federal,96651744,female,05.Entre 36 y 40 años,Credit Card,capital federal
alto palpala,134621261,male,02.Entre 18 y 25 años,Account Money,jujuy
san miguel de tucuman,53758576,male,04.Entre 31 y 35 años,Debit Card,tucuman
florencio varela,73638632,female,07.Entre 56 y 65 años,Credit Card,buenos aires
palermo,29904605,female,06.Entre 41 y 55 años,Credit Card,capital federal
bella vista,264748494,female,06.Entre 41 y 55 años,Credit Card,buenos aires
capital federal,49313498,Unknown,03.Entre 26 y 30 años,Credit Card,buenos aires
resistencia,228050495,female,02.Entre 18 y 25 años,Account Money,chaco
zapala,120843390,Unknown,00. Sin Dato,Credit Card,capital federal
mataderos,83241194,female,06.Entre 41 y 55 años,Credit Card,capital federal
ciudad autonoma de buenos aires,99999505,Unknown,04.Entre 31 y 35 años,Credit Card,capital federal
buenos aires,275132291,female,00. Sin Dato,Debit Card,buenos aires
c:a:b:a:,62562340,male,06.Entre 41 y 55 años,Credit Card,buenos aires
palermo,166445872,female,08.Mayor de 65 años,Credit Card,capital federal
capital,8248960,male,06.Entre 41 y 55 años,Debit Card,buenos aires
lujan,59408612,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san miguel de tucuman,125470282,male,03.Entre 26 y 30 años,Credit Card,tucuman
florencio varela,158597369,male,02.Entre 18 y 25 años,Debit Card,buenos aires
general roca,73067837,male,06.Entre 41 y 55 años,Credit Card,rio negro
ituzaingo,18790768,male,06.Entre 41 y 55 años,Account Money,buenos aires
san nicolas,162516853,female,04.Entre 31 y 35 años,Credit Card,capital federal
,57461157,female,06.Entre 41 y 55 años,Credit Card,corrientes
vicente lopez,43948445,male,03.Entre 26 y 30 años,Credit Card,buenos aires
caba,3554715,female,06.Entre 41 y 55 años,Credit Card,capital federal
capital,6664588,male,04.Entre 31 y 35 años,Debit Card,capital federal
caba,218796908,Unknown,06.Entre 41 y 55 años,Credit Card,capital federal
san isidro,34369785,female,05.Entre 36 y 40 años,Debit Card,buenos aires
la matanza,386109378,male,02.Entre 18 y 25 años,Debit Card,buenos aires
city bell,84506428,male,06.Entre 41 y 55 años,Debit Card,san luis
villa pueyrredon,42133618,male,00. Sin Dato,Debit Card,capital federal
recoleta,38646842,female,02.Entre 18 y 25 años,Credit Card,capital federal
san luis. barrio amppya,220834117,Unknown,02.Entre 18 y 25 años,Debit Card,san luis
pilar,176318609,male,02.Entre 18 y 25 años,Account Money,buenos aires
cordoba,61067452,male,06.Entre 41 y 55 años,Account Money,cordoba
barrio retiro,322778867,male,02.Entre 18 y 25 años,Account Money,buenos aires
mataderos,353811557,male,02.Entre 18 y 25 años,Account Money,capital federal
chacarita,3871403,male,05.Entre 36 y 40 años,Credit Card,capital federal
villa adelina,169558923,male,05.Entre 36 y 40 años,Credit Card,capital federal
barracas,245474057,female,07.Entre 56 y 65 años,Account Money,capital federal
posadas,63401815,male,05.Entre 36 y 40 años,Account Money,misiones
moreno,60574107,female,05.Entre 36 y 40 años,Credit Card,buenos aires
el colorado,365435241,male,02.Entre 18 y 25 años,Debit Card,formosa
martinez,244625509,female,00. Sin Dato,Debit Card,buenos aires
munro,32985737,female,07.Entre 56 y 65 años,Credit Card,buenos aires
capital federal,256419370,male,06.Entre 41 y 55 años,Credit Card,capital federal
caba,101319748,female,04.Entre 31 y 35 años,Credit Card,buenos aires
corrientes,237473533,male,04.Entre 31 y 35 años,Debit Card,corrientes
general pacheco,222632893,female,02.Entre 18 y 25 años,Credit Card,buenos aires
lujan,18326463,male,05.Entre 36 y 40 años,Credit Card,buenos aires
barracas,66808411,female,03.Entre 26 y 30 años,Credit Card,capital federal
mar del plata,282335129,female,02.Entre 18 y 25 años,Account Money,buenos aires
san nicolas,59442660,female,06.Entre 41 y 55 años,Credit Card,buenos aires
lomas de zamora - banfield,195877428,male,04.Entre 31 y 35 años,Credit Card,buenos aires
resistencia,191644876,male,06.Entre 41 y 55 años,Account Money,chaco
capital federal,26285437,male,06.Entre 41 y 55 años,Account Money,capital federal
,47237173,male,05.Entre 36 y 40 años,Debit Card,buenos aires
saavedra,202914339,Unknown,02.Entre 18 y 25 años,Credit Card,capital federal
sunchales,104718062,male,04.Entre 31 y 35 años,Credit Card,santa fe
castelar,195067487,male,04.Entre 31 y 35 años,Account Money,buenos aires
monte grande,50011207,Unknown,04.Entre 31 y 35 años,Credit Card,capital federal
capital,139838270,male,07.Entre 56 y 65 años,Debit Card,mendoza
salta,174377335,male,02.Entre 18 y 25 años,Account Money,salta
quilmes,89628787,male,04.Entre 31 y 35 años,Debit Card,buenos aires
villa sarmiento,339957830,female,06.Entre 41 y 55 años,Account Money,buenos aires
bahia blanca,330873317,male,03.Entre 26 y 30 años,Debit Card,buenos aires
ciudad jardin el palomar,34199953,male,06.Entre 41 y 55 años,Credit Card,buenos aires
rio cuarto - rio cuarto,298676329,female,04.Entre 31 y 35 años,Credit Card,cordoba
jose c paz,60408769,male,03.Entre 26 y 30 años,Debit Card,buenos aires
ciudad,59119572,female,06.Entre 41 y 55 años,Ticket,san juan
avellaneda,74475884,male,06.Entre 41 y 55 años,Credit Card,buenos aires
don torcuato,166406440,Unknown,04.Entre 31 y 35 años,Account Money,buenos aires
neuquen,74428467,male,07.Entre 56 y 65 años,Credit Card,capital federal
san salvador de jujuy,135216173,female,03.Entre 26 y 30 años,Credit Card,jujuy
ciudad autonoma de buenos aires,242679179,male,00. Sin Dato,Credit Card,capital federal
moreno,166530170,female,00. Sin Dato,Credit Card,buenos aires
oran,72991754,male,03.Entre 26 y 30 años,Account Money,salta
pico truncado,34482261,male,05.Entre 36 y 40 años,Credit Card,santa cruz
san justo,30945506,male,06.Entre 41 y 55 años,Debit Card,buenos aires
san miguel,135253983,female,07.Entre 56 y 65 años,Debit Card,buenos aires
vicente lopez,61240662,male,06.Entre 41 y 55 años,Debit Card,buenos aires
castelar,203032819,female,05.Entre 36 y 40 años,Account Money,buenos aires
isidro casanova,233149764,male,02.Entre 18 y 25 años,Debit Card,buenos aires
florencio varela,50441681,female,04.Entre 31 y 35 años,Credit Card,buenos aires
la paz,413883255,female,03.Entre 26 y 30 años,Credit Card,buenos aires
ramos mejia,59420863,male,06.Entre 41 y 55 años,Credit Card,buenos aires
sanmartin,87012781,male,04.Entre 31 y 35 años,Account Money,buenos aires
acassuso,109723912,male,05.Entre 36 y 40 años,Credit Card,buenos aires
floresta,34320717,female,06.Entre 41 y 55 años,Credit Card,capital federal
grand bourg,151180125,male,04.Entre 31 y 35 años,Credit Card,buenos aires
capital federal,20008212,male,06.Entre 41 y 55 años,Credit Card,capital federal
mataderos liniers villa luro,69987805,Unknown,00. Sin Dato,Account Money,capital federal
parque avellaneda,133820143,female,06.Entre 41 y 55 años,Account Money,buenos aires
san vicente,116226042,male,06.Entre 41 y 55 años,Credit Card,capital federal
,17353790,female,05.Entre 36 y 40 años,Credit Card,cordoba
bahia blanca,436192481,male,02.Entre 18 y 25 años,Account Money,buenos aires
caseros,411444934,male,00. Sin Dato,Credit Card,buenos aires
luis guillon,313491357,female,03.Entre 26 y 30 años,Credit Card,buenos aires
moreno,403827017,female,02.Entre 18 y 25 años,Account Money,buenos aires
rafael calzada,144082284,male,03.Entre 26 y 30 años,Debit Card,buenos aires
salsipuedes,253714178,male,06.Entre 41 y 55 años,Debit Card,cordoba
neuquen,162372275,male,03.Entre 26 y 30 años,Account Money,neuquen
la matanza,65334317,male,02.Entre 18 y 25 años,Credit Card,buenos aires
balvanera,150956707,male,02.Entre 18 y 25 años,Debit Card,buenos aires
bs as,24763953,male,04.Entre 31 y 35 años,Account Money,capital federal
moreno,70948871,female,04.Entre 31 y 35 años,Credit Card,buenos aires
cafayate,293897216,female,04.Entre 31 y 35 años,Account Money,salta
flores,114054016,female,06.Entre 41 y 55 años,Credit Card,capital federal
,28712140,male,06.Entre 41 y 55 años,Account Money,buenos aires
santa fe,177879754,male,05.Entre 36 y 40 años,Credit Card,santa fe
pilar,242656162,female,02.Entre 18 y 25 años,Debit Card,buenos aires
lugano,314352465,male,00. Sin Dato,Account Money,capital federal
frias,168154693,female,05.Entre 36 y 40 años,Credit Card,santiago del estero
,12301402,male,06.Entre 41 y 55 años,Credit Card,salta
,75259033,female,05.Entre 36 y 40 años,Credit Card,capital federal
coghlan,165680928,male,02.Entre 18 y 25 años,Credit Card,capital federal
la plata,285604754,female,06.Entre 41 y 55 años,Credit Card,buenos aires
buenos aires,118535226,female,04.Entre 31 y 35 años,Credit Card,capital federal
mar del plata,135129345,male,06.Entre 41 y 55 años,Account Money,buenos aires
villa devoto,22148914,female,06.Entre 41 y 55 años,Credit Card,capital federal
san clemente del tuyu,114431594,male,02.Entre 18 y 25 años,Ticket,buenos aires
capital federal,161905528,male,04.Entre 31 y 35 años,Credit Card,capital federal
adrogue,86888536,male,04.Entre 31 y 35 años,Debit Card,capital federal
canning,21268148,female,04.Entre 31 y 35 años,Credit Card,buenos aires
carabelas,66602642,male,03.Entre 26 y 30 años,Ticket,buenos aires
villa mercedes,241048946,male,02.Entre 18 y 25 años,Ticket,san luis
jose clemente paz,142797121,male,03.Entre 26 y 30 años,Debit Card,capital federal
monte castro,139165889,female,04.Entre 31 y 35 años,Credit Card,capital federal
la josefa,362352250,male,04.Entre 31 y 35 años,Debit Card,buenos aires
tandil,310133625,female,02.Entre 18 y 25 años,Debit Card,buenos aires
mataderos,7803354,male,05.Entre 36 y 40 años,Credit Card,buenos aires
gerli,60508241,male,03.Entre 26 y 30 años,Credit Card,buenos aires
glew,267684545,male,02.Entre 18 y 25 años,Debit Card,buenos aires
caba,48319718,male,05.Entre 36 y 40 años,Account Money,capital federal
san cristobal,3982676,male,04.Entre 31 y 35 años,Account Money,capital federal
balcarce,109676091,Unknown,05.Entre 36 y 40 años,Credit Card,buenos aires
ituzaingo,52259032,male,05.Entre 36 y 40 años,Credit Card,buenos aires
salta,281160475,male,03.Entre 26 y 30 años,Credit Card,salta
quilmes o,75284956,male,06.Entre 41 y 55 años,Account Money,buenos aires
mar del plata,386863051,Unknown,00. Sin Dato,Account Money,buenos aires
la tablada,231182886,female,04.Entre 31 y 35 años,Credit Card,capital federal
caba,58217398,female,05.Entre 36 y 40 años,Credit Card,capital federal
villa maria,136369030,male,04.Entre 31 y 35 años,Credit Card,cordoba
buenos aires,43104276,female,05.Entre 36 y 40 años,Credit Card,capital federal
caba,116964575,female,06.Entre 41 y 55 años,Credit Card,capital federal
palermo,194169808,female,08.Mayor de 65 años,Credit Card,capital federal
"villa maria, barrio centro",413405336,male,02.Entre 18 y 25 años,Account Money,cordoba
garinpartidodeescobar,32180444,male,05.Entre 36 y 40 años,Debit Card,buenos aires
grand bourg,265433771,female,03.Entre 26 y 30 años,Debit Card,buenos aires
capital federal,113326369,male,02.Entre 18 y 25 años,Account Money,buenos aires
villa union,143197575,male,02.Entre 18 y 25 años,Debit Card,la rioja
san lorenzo,182636004,male,06.Entre 41 y 55 años,Credit Card,santa fe
nogoya,128286280,female,04.Entre 31 y 35 años,Credit Card,entre rios
puerto madero,27571963,male,06.Entre 41 y 55 años,Credit Card,capital federal
,170710762,female,03.Entre 26 y 30 años,Account Money,buenos aires
rafael calzada,34623169,female,05.Entre 36 y 40 años,Credit Card,buenos aires
florencio varela,344394254,male,03.Entre 26 y 30 años,Account Money,buenos aires
,57742609,male,04.Entre 31 y 35 años,Account Money,jujuy
villa allende,342963924,male,04.Entre 31 y 35 años,Account Money,cordoba
san nicolas,152927612,female,06.Entre 41 y 55 años,Credit Card,buenos aires
caballito,337735800,female,02.Entre 18 y 25 años,Credit Card,capital federal
jose c paz,107656315,female,04.Entre 31 y 35 años,Credit Card,buenos aires
vicente lopez,291534959,male,04.Entre 31 y 35 años,Credit Card,buenos aires
buenos aires,168563498,female,02.Entre 18 y 25 años,Credit Card,capital federal
ciudadela,177653848,female,02.Entre 18 y 25 años,Credit Card,buenos aires
ituzaingo,288463296,female,06.Entre 41 y 55 años,Debit Card,buenos aires
mendoza,215965850,female,06.Entre 41 y 55 años,Debit Card,san luis
cordoba,252104335,male,03.Entre 26 y 30 años,Credit Card,cordoba
rosario de la frontera barrio ana maria,347346537,male,03.Entre 26 y 30 años,Debit Card,salta
san juan,8586751,male,06.Entre 41 y 55 años,Debit Card,san juan
la plata,261889218,female,03.Entre 26 y 30 años,Account Money,buenos aires
posadas,325132947,male,02.Entre 18 y 25 años,Debit Card,misiones
lomas de zamora,76415276,male,05.Entre 36 y 40 años,Credit Card,buenos aires
mosconi,180040419,female,02.Entre 18 y 25 años,Account Money,salta
rio colorado,137530821,female,06.Entre 41 y 55 años,Account Money,la pampa
lanus oeste,208334271,male,05.Entre 36 y 40 años,Debit Card,buenos aires
caba,99039047,female,05.Entre 36 y 40 años,Debit Card,capital federal
tigre,155620078,male,03.Entre 26 y 30 años,Debit Card,buenos aires
avellaneda,69908130,female,04.Entre 31 y 35 años,Account Money,buenos aires
buenos aires,32281649,male,02.Entre 18 y 25 años,Account Money,buenos aires
la plata,275194207,female,04.Entre 31 y 35 años,Credit Card,buenos aires
villa dominico avellaneda,172549773,female,02.Entre 18 y 25 años,Debit Card,buenos aires
moron,237825970,female,03.Entre 26 y 30 años,Credit Card,buenos aires
,75596803,male,06.Entre 41 y 55 años,Credit Card,entre rios
san carlos de bariloche,43367597,female,06.Entre 41 y 55 años,Credit Card,rio negro
ezeiza,145517567,male,04.Entre 31 y 35 años,Debit Card,buenos aires
resistencia,319885451,female,06.Entre 41 y 55 años,Credit Card,catamarca
chascomus,59043859,female,04.Entre 31 y 35 años,Credit Card,buenos aires
villa devoto,164054634,male,04.Entre 31 y 35 años,Credit Card,capital federal
manuel b. gonnet,388344607,male,02.Entre 18 y 25 años,Credit Card,buenos aires
san cristobal,48709673,male,04.Entre 31 y 35 años,Credit Card,gran buenos aires
vicente lopez,19155134,female,06.Entre 41 y 55 años,Debit Card,buenos aires
corrientes,167112423,female,04.Entre 31 y 35 años,Account Money,corrientes
,97785206,female,05.Entre 36 y 40 años,Account Money,buenos aires
capital federal,43097792,female,05.Entre 36 y 40 años,Account Money,gran buenos aires
banfield,293863648,Unknown,05.Entre 36 y 40 años,Debit Card,buenos aires
formosa,66510872,female,04.Entre 31 y 35 años,Account Money,santa fe
acassuso,385178366,female,06.Entre 41 y 55 años,Credit Card,buenos aires
munro,53434178,female,07.Entre 56 y 65 años,Credit Card,capital federal
,131391057,female,04.Entre 31 y 35 años,Credit Card,rio negro
fiorito (lomas de zamora),246836203,male,02.Entre 18 y 25 años,Credit Card,buenos aires
,112122164,male,00. Sin Dato,Debit Card,capital federal
lomas del mirador,142170006,male,05.Entre 36 y 40 años,Debit Card,buenos aires
mirador,193049762,male,06.Entre 41 y 55 años,Credit Card,buenos aires
la matanza,181724879,Unknown,02.Entre 18 y 25 años,Credit Card,buenos aires
don torcuato,365908215,Unknown,02.Entre 18 y 25 años,Credit Card,buenos aires
tristan suarez,305824933,Unknown,02.Entre 18 y 25 años,Debit Card,buenos aires
monserrat,44292154,Unknown,00. Sin Dato,Account Money,capital federal
luis guillon,192886664,female,02.Entre 18 y 25 años,Credit Card,buenos aires
,134178059,male,00. Sin Dato,Debit Card,capital federal
avellaneda,3821969,male,04.Entre 31 y 35 años,Debit Card,buenos aires
